// export const csvData = `Heb Sort	Greek Sort	BSB Sort	Verse	Language	WLC / Nestle Base TR RP WH NE NA SBL	WLC / Nestle Base {TR} ⧼RP⧽ (WH) 〈NE〉 [NA] ‹SBL› [[ECM]]	Translit	Parsing	Parsing	Str Heb	Str Grk	VerseId	Hdg	Crossref	Par		“	 BSB version 	pnc	”	footnotes	End text
Heb Sort	Greek Sort	BSB Sort	Verse	Language	WLC / Nestle Base TR RP WH NE NA SBL	WLC / Nestle Base {TR} ⧼RP⧽ (WH) 〈NE〉 [NA] ‹SBL› [[ECM]]	Translit	Parsing	Parsing	Str Heb	Str Grk	VerseId	Hdg	Crossref	Par	Space	begQ	 BSB version 	pnc	endQ	footnotes	End text
11435	0	11373	493	Hebrew																		
11436	0	11374	493	Hebrew																		
11437	0	11375	493	Hebrew																		
11438	0	11376	493	Hebrew																		
11439	0	11377	493	Hebrew																		
11440	0	11378	493	Hebrew																		
11442	0	11379	494	Hebrew	שְׁתֵּ֥י	שְׁתֵּ֥י	šə·tê	Number-fdc	Number - feminine dual construct	8147		Genesis 19:36			<p class=|reg|>			 Thus both 				
11444	0	11380	494	Hebrew	ל֖וֹט	ל֖וֹט	lō·wṭ	N-proper-ms	Noun - proper - masculine singular	3876								 of Lot’s 				
11443	0	11381	494	Hebrew	בְנֽוֹת־	בְנֽוֹת־	ḇə·nō·wṯ-	N-fpc	Noun - feminine plural construct	1323								 daughters 				
11441	0	11382	494	Hebrew	וַֽתַּהֲרֶ֛יןָ	וַֽתַּהֲרֶ֛יןָ	wat·ta·hă·re·nā	Conj-w | V-Qal-ConsecImperf-3fp	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person feminine plural	2029								 became pregnant 				
11445	0	11383	494	Hebrew	מֵאֲבִיהֶֽן׃	מֵאֲבִיהֶֽן׃	mê·’ă·ḇî·hen	Prep-m | N-msc | 3fp	Preposition-m | Noun - masculine singular construct | third person feminine plural	1								 by their father 	.			
11446	0	11384	494	Hebrew																		
11447	0	11385	494	Hebrew																		
11448	0	11386	494	Hebrew																		
11449	0	11387	494	Hebrew																		
11450	0	11388	494	Hebrew																		
11451	0	11389	494	Hebrew																		
11452	0	11390	494	Hebrew																		
11453	0	11391	494	Hebrew																		
11454	0	11392	494	Hebrew																		
11455	0	11393	494	Hebrew																		
11457	0	11394	495	Hebrew	הַבְּכִירָה֙	הַבְּכִירָה֙	hab·bə·ḵî·rāh	Art | Adj-fs	Article | Adjective - feminine singular	1067		Genesis 19:37						 The older [daughter] 				
11456	0	11395	495	Hebrew	וַתֵּ֤לֶד	וַתֵּ֤לֶד	wat·tê·leḏ	Conj-w | V-Qal-ConsecImperf-3fs	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person feminine singular	3205								 gave birth to 				
11458	0	11396	495	Hebrew	בֵּ֔ן	בֵּ֔ן	bên	N-ms	Noun - masculine singular	1121								 a son 				
11459	0	11397	495	Hebrew	וַתִּקְרָ֥א	וַתִּקְרָ֥א	wat·tiq·rā	Conj-w | V-Qal-ConsecImperf-3fs	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person feminine singular	7121								 and named him 				
11460	0	11398	495	Hebrew	שְׁמ֖וֹ	שְׁמ֖וֹ	šə·mōw	N-msc | 3ms	Noun - masculine singular construct | third person masculine singular	8034								 . . . 				
11461	0	11399	495	Hebrew	מוֹאָ֑ב	מוֹאָ֑ב	mō·w·’āḇ	N-proper-fs	Noun - proper - feminine singular	4124								 Moab 	.		<i>Moab</i> sounds like the Hebrew for <i>from my father</i>.	
11462	0	11400	495	Hebrew	ה֥וּא	ה֥וּא	hū	Pro-3ms	Pronoun - third person masculine singular	1931								 He 				
11463	0	11401	495	Hebrew	אֲבִֽי־	אֲבִֽי־	’ă·ḇî-	N-msc	Noun - masculine singular construct	1								 is the father 				
11464	0	11402	495	Hebrew	מוֹאָ֖ב	מוֹאָ֖ב	mō·w·’āḇ	N-proper-fs	Noun - proper - feminine singular	4124								 of the Moabites 				
11465	0	11403	495	Hebrew	עַד־	עַד־	‘aḏ-	Prep	Preposition	5704								 of 				
11466	0	11404	495	Hebrew	הַיּֽוֹם׃	הַיּֽוֹם׃	hay·yō·wm	Art | N-ms	Article | Noun - masculine singular	3117								 today 	.			
11467	0	11405	495	Hebrew																		
11468	0	11406	495	Hebrew																		
11469	0	11407	495	Hebrew																		
11470	0	11408	495	Hebrew																		
11471	0	11409	495	Hebrew																		
11472	0	11410	495	Hebrew																		
11473	0	11411	495	Hebrew																		
11474	0	11412	495	Hebrew																		
11475	0	11413	495	Hebrew																		
11476	0	11414	495	Hebrew																		
11477	0	11415	496	Hebrew	וְהַצְּעִירָ֤ה	וְהַצְּעִירָ֤ה	wə·haṣ·ṣə·‘î·rāh	Conj-w, Art | Adj-fs	Conjunctive waw, Article | Adjective - feminine singular	6810		Genesis 19:38						 The younger [daughter] 				
11479	0	11416	496	Hebrew	הִוא֙	הִוא֙	hî	Pro-3fs	Pronoun - third person feminine singular	1931												
11478	0	11417	496	Hebrew	גַם־	גַם־	ḡam-	Conj	Conjunction	1571								 also 				
11480	0	11418	496	Hebrew	יָ֣לְדָה	יָ֣לְדָה	yā·lə·ḏāh	V-Qal-Perf-3fs	Verb - Qal - Perfect - third person feminine singular	3205								 gave birth to 				
11481	0	11419	496	Hebrew	בֵּ֔ן	בֵּ֔ן	bên	N-ms	Noun - masculine singular	1121								 a son 	,			
11482	0	11420	496	Hebrew	וַתִּקְרָ֥א	וַתִּקְרָ֥א	wat·tiq·rā	Conj-w | V-Qal-ConsecImperf-3fs	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person feminine singular	7121								 and she named 				
11483	0	11421	496	Hebrew	שְׁמ֖וֹ	שְׁמ֖וֹ	šə·mōw	N-msc | 3ms	Noun - masculine singular construct | third person masculine singular	8034								 him 				
11484	0	11422	496	Hebrew	בֶּן־	בֶּן־	ben-	Prep	Preposition	1151								 vvv 				
11485	0	11423	496	Hebrew	עַמִּ֑י	עַמִּ֑י	‘am·mî	N-proper-ms	Noun - proper - masculine singular	1151								 Ben-ammi 	.		<i>Ben-ammi</i> means <i>son of my people</i>.	
11486	0	11424	496	Hebrew	ה֛וּא	ה֛וּא	hū	Pro-3ms	Pronoun - third person masculine singular	1931								 . . . 				
11487	0	11425	496	Hebrew	אֲבִ֥י	אֲבִ֥י	’ă·ḇî	N-msc	Noun - masculine singular construct	1								 He is the father 				
11488	0	11426	496	Hebrew	בְנֵֽי־	בְנֵֽי־	ḇə·nê-	N-mpc	Noun - masculine plural construct	1121								 of the Ammonites 				
11489	0	11427	496	Hebrew	עַמּ֖וֹן	עַמּ֖וֹן	‘am·mō·wn	N-proper-ms	Noun - proper - masculine singular	5983								 . . . 				
11490	0	11428	496	Hebrew	עַד־	עַד־	‘aḏ-	Prep	Preposition	5704								 of 				
11491	0	11429	496	Hebrew	הַיּֽוֹם׃ס	הַיּֽוֹם׃ס	hay·yō·wm	Art | N-ms	Article | Noun - masculine singular	3117								 today 	.			
11493	0	11430	496	Hebrew																		
11494	0	11431	496	Hebrew																		
11495	0	11432	496	Hebrew																		
11496	0	11433	496	Hebrew																		
11497	0	11434	496	Hebrew																		
11498	0	11435	496	Hebrew																		
11499	0	11436	496	Hebrew																		
11500	0	11437	496	Hebrew																		
11501	0	11438	496	Hebrew																		
11502	0	11439	496	Hebrew																		
11505	0	11440	497	Hebrew	אַבְרָהָם֙	אַבְרָהָם֙	’aḇ·rā·hām	N-proper-ms	Noun - proper - masculine singular	85		Genesis 20:1	<p class=|hdg|>Abraham, Sarah, and Abimelech		<p class=|reg|>			 Now Abraham 				
11503	0	11441	497	Hebrew	וַיִּסַּ֨ע	וַיִּסַּ֨ע	way·yis·sa‘	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	5265								 journeyed 				
11504	0	11442	497	Hebrew	מִשָּׁ֤ם	מִשָּׁ֤ם	miš·šām	Prep-m | Adv	Preposition-m | Adverb	8033								 from there 				
11506	0	11443	497	Hebrew	אַ֣רְצָה	אַ֣רְצָה	’ar·ṣāh	N-fs | 3fs	Noun - feminine singular | third person feminine singular	776								 to the region 				
11507	0	11444	497	Hebrew	הַנֶּ֔גֶב	הַנֶּ֔גֶב	han·ne·ḡeḇ	Art | N-proper-fs	Article | Noun - proper - feminine singular	5045								 of the Negev 				
11508	0	11445	497	Hebrew	וַיֵּ֥שֶׁב	וַיֵּ֥שֶׁב	way·yê·šeḇ	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	3427								 and settled 				
11509	0	11446	497	Hebrew	בֵּין־	בֵּין־	bên-	Prep	Preposition	996								 between 				
11510	0	11447	497	Hebrew	קָדֵ֖שׁ	קָדֵ֖שׁ	qā·ḏêš	N-proper-fs	Noun - proper - feminine singular	6946								 Kadesh 				
11511	0	11448	497	Hebrew	וּבֵ֣ין	וּבֵ֣ין	ū·ḇên	Conj-w | Prep	Conjunctive waw | Preposition	996								 . . . 				
11512	0	11449	497	Hebrew	שׁ֑וּר	שׁ֑וּר	šūr	N-proper-fs	Noun - proper - feminine singular	7793								 and Shur 	.			
11513	0	11450	497	Hebrew	וַיָּ֖גָר	וַיָּ֖גָר	way·yā·ḡār	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	1481								 While he was staying 				
11514	0	11451	497	Hebrew	בִּגְרָֽר׃	בִּגְרָֽר׃	biḡ·rār	Prep-b | N-proper-fs	Preposition-b | Noun - proper - feminine singular	1642								 in Gerar 	,			
11515	0	11452	497	Hebrew																		
11516	0	11453	497	Hebrew																		
11517	0	11454	497	Hebrew																		
11518	0	11455	497	Hebrew																		
11519	0	11456	497	Hebrew																		
11520	0	11457	497	Hebrew																		
11521	0	11458	497	Hebrew																		
11522	0	11459	497	Hebrew																		
11523	0	11460	497	Hebrew																		
11524	0	11461	497	Hebrew																		
11526	0	11462	498	Hebrew	אַבְרָהָ֛ם	אַבְרָהָ֛ם	’aḇ·rā·hām	N-proper-ms	Noun - proper - masculine singular	85		Genesis 20:2						 Abraham 				
11525	0	11463	498	Hebrew	וַיֹּ֧אמֶר	וַיֹּ֧אמֶר	way·yō·mer	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	559								 said 				
11527	0	11464	498	Hebrew	אֶל־	אֶל־	’el-	Prep	Preposition	413								 of 				
11529	0	11465	498	Hebrew	אִשְׁתּ֖וֹ	אִשְׁתּ֖וֹ	’iš·tōw	N-fsc | 3ms	Noun - feminine singular construct | third person masculine singular	802								 his wife 				
11528	0	11466	498	Hebrew	שָׂרָ֥ה	שָׂרָ֥ה	śā·rāh	N-proper-fs	Noun - proper - feminine singular	8283								 Sarah 	,			
11531	0	11467	498	Hebrew	הִ֑וא	הִ֑וא	hî	Pro-3fs	Pronoun - third person feminine singular	1931							“	 She 				
11530	0	11468	498	Hebrew	אֲחֹ֣תִי	אֲחֹ֣תִי	’ă·ḥō·ṯî	N-fsc | 1cs	Noun - feminine singular construct | first person common singular	269								 is my sister 	.	”		
11533	0	11469	498	Hebrew	אֲבִימֶ֙לֶךְ֙	אֲבִימֶ֙לֶךְ֙	’ă·ḇî·me·leḵ	N-proper-ms	Noun - proper - masculine singular	40								 So Abimelech 				
11534	0	11470	498	Hebrew	מֶ֣לֶךְ	מֶ֣לֶךְ	me·leḵ	N-msc	Noun - masculine singular construct	4428								 king 				
11535	0	11471	498	Hebrew	גְּרָ֔ר	גְּרָ֔ר	gə·rār	N-proper-fs	Noun - proper - feminine singular	1642								 of Gerar 				
11538	0	11472	498	Hebrew	שָׂרָֽה׃	שָׂרָֽה׃	śā·rāh	N-proper-fs	Noun - proper - feminine singular	8283								 had Sarah 				
11532	0	11473	498	Hebrew	וַיִּשְׁלַ֗ח	וַיִּשְׁלַ֗ח	way·yiš·laḥ	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	7971								 brought 				
11536	0	11474	498	Hebrew	וַיִּקַּ֖ח	וַיִּקַּ֖ח	way·yiq·qaḥ	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	3947								 to him 	.			
11537	0	11475	498	Hebrew	אֶת־	אֶת־	’eṯ-	DirObjM	Direct object marker	853								 - 				
11539	0	11476	498	Hebrew																		
11540	0	11477	498	Hebrew																		
11541	0	11478	498	Hebrew																		
11542	0	11479	498	Hebrew																		
11543	0	11480	498	Hebrew																		
11544	0	11481	498	Hebrew																		
11545	0	11482	498	Hebrew																		
11546	0	11483	498	Hebrew																		
11547	0	11484	498	Hebrew																		
11548	0	11485	498	Hebrew																		
11554	0	11486	499	Hebrew	הַלָּ֑יְלָה	הַלָּ֑יְלָה	hal·lā·yə·lāh	Art | N-ms	Article | Noun - masculine singular	3915		Genesis 20:3			<p class=|reg|>			 One night, however 	,			
11550	0	11487	499	Hebrew	אֱלֹהִ֛ים	אֱלֹהִ֛ים	’ĕ·lō·hîm	N-mp	Noun - masculine plural	430								 God 				
11549	0	11488	499	Hebrew	וַיָּבֹ֧א	וַיָּבֹ֧א	way·yā·ḇō	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	935								 came 				
11551	0	11489	499	Hebrew	אֶל־	אֶל־	’el-	Prep	Preposition	413								 to 				
11552	0	11490	499	Hebrew	אֲבִימֶ֖לֶךְ	אֲבִימֶ֖לֶךְ	’ă·ḇî·me·leḵ	N-proper-ms	Noun - proper - masculine singular	40								 Abimelech 				
11553	0	11491	499	Hebrew	בַּחֲל֣וֹם	בַּחֲל֣וֹם	ba·ḥă·lō·wm	Prep-b, Art | N-ms	Preposition-b, Article | Noun - masculine singular	2472								 in a dream 				
11555	0	11492	499	Hebrew	וַיֹּ֣אמֶר	וַיֹּ֣אמֶר	way·yō·mer	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	559								 and told 				
11556	0	11493	499	Hebrew	ל֗וֹ	ל֗וֹ	lōw	Prep | 3ms	Preposition | third person masculine singular									 him 	,			
11557	0	11494	499	Hebrew	הִנְּךָ֥	הִנְּךָ֥	hin·nə·ḵā	Interjection | 2ms	Interjection | second person masculine singular	2009								 - 				
11558	0	11495	499	Hebrew	מֵת֙	מֵת֙	mêṯ	V-Qal-Prtcpl-ms	Verb - Qal - Participle - masculine singular	4191							“	 You are as good as dead 				
11559	0	11496	499	Hebrew	עַל־	עַל־	‘al-	Prep	Preposition	5921								 because of 				
11560	0	11497	499	Hebrew	הָאִשָּׁ֣ה	הָאִשָּׁ֣ה	hā·’iš·šāh	Art | N-fs	Article | Noun - feminine singular	802								 the woman 				
11561	0	11498	499	Hebrew	אֲשֶׁר־	אֲשֶׁר־	’ă·šer-	Pro-r	Pronoun - relative	834								 - 				
11562	0	11499	499	Hebrew	לָקַ֔חְתָּ	לָקַ֔חְתָּ	lā·qaḥ·tā	V-Qal-Perf-2ms	Verb - Qal - Perfect - second person masculine singular	3947								 you have taken 	,			
11563	0	11500	499	Hebrew	וְהִ֖וא	וְהִ֖וא	wə·hi·w	Conj-w | Pro-3fs	Conjunctive waw | Pronoun - third person feminine singular	1931								 for she 				
11564	0	11501	499	Hebrew	בְּעֻ֥לַת	בְּעֻ֥לַת	bə·‘u·laṯ	V-Qal-QalPassPrtcpl-fsc	Verb - Qal - QalPassParticiple - feminine singular construct	1166								 is a married 				
11565	0	11502	499	Hebrew	בָּֽעַל׃	בָּֽעַל׃	bā·‘al	N-ms	Noun - masculine singular	1167								 woman. 		”		
11566	0	11503	499	Hebrew																		
11567	0	11504	499	Hebrew																		
11568	0	11505	499	Hebrew																		
11569	0	11506	499	Hebrew																		
11570	0	11507	499	Hebrew																		
11571	0	11508	499	Hebrew																		
11572	0	11509	499	Hebrew																		
11573	0	11510	499	Hebrew																		
11574	0	11511	499	Hebrew																		
11575	0	11512	499	Hebrew																		
11576	0	11513	500	Hebrew	וַאֲבִימֶ֕לֶךְ	וַאֲבִימֶ֕לֶךְ	wa·’ă·ḇî·me·leḵ	Conj-w | N-proper-ms	Conjunctive waw | Noun - proper - masculine singular	40		Genesis 20:4			<p class=|reg|>			 Now Abimelech 				
11577	0	11514	500	Hebrew	לֹ֥א	לֹ֥א	lō	Adv-NegPrt	Adverb - Negative particle	3808								 had not 				
11578	0	11515	500	Hebrew	קָרַ֖ב	קָרַ֖ב	qā·raḇ	V-Qal-Perf-3ms	Verb - Qal - Perfect - third person masculine singular	7126								 gone 				
11579	0	11516	500	Hebrew	אֵלֶ֑יהָ	אֵלֶ֑יהָ	’ê·le·hā	Prep | 3fs	Preposition | third person feminine singular	413								 near her 	,			
11580	0	11517	500	Hebrew	וַיֹּאמַ֕ר	וַיֹּאמַ֕ר	way·yō·mar	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	559								 so he replied 	,			
11581	0	11518	500	Hebrew	אֲדֹנָ֕י	אֲדֹנָ֕י	’ă·ḏō·nāy	N-proper-ms	Noun - proper - masculine singular	136							“	 Lord 	,			
11585	0	11519	500	Hebrew	תַּהֲרֹֽג׃	תַּהֲרֹֽג׃	ta·hă·rōḡ	V-Qal-Imperf-2ms	Verb - Qal - Imperfect - second person masculine singular	2026								 would You destroy 				
11582	0	11520	500	Hebrew	הֲג֥וֹי	הֲג֥וֹי	hă·ḡō·w	Art | N-ms	Article | Noun - masculine singular	1471								 a nation 				
11583	0	11521	500	Hebrew	גַּם־	גַּם־	gam-	Conj	Conjunction	1571								 even though 				
11584	0	11522	500	Hebrew	צַדִּ֖יק	צַדִּ֖יק	ṣad·dîq	Adj-ms	Adjective - masculine singular	6662								 it is innocent 	?			
11586	0	11523	500	Hebrew																		
11587	0	11524	500	Hebrew																		
11588	0	11525	500	Hebrew																		
11589	0	11526	500	Hebrew																		
11590	0	11527	500	Hebrew																		
11591	0	11528	500	Hebrew																		
11592	0	11529	500	Hebrew																		
11593	0	11530	500	Hebrew																		
11594	0	11531	500	Hebrew																		
11595	0	11532	500	Hebrew																		
11596	0	11533	501	Hebrew	הֲלֹ֨א	הֲלֹ֨א	hă·lō	Adv-NegPrt	Adverb - Negative particle	3808		Genesis 20:5						 Didn’t 				
11597	0	11534	501	Hebrew	ה֤וּא	ה֤וּא	hū	Pro-3ms	Pronoun - third person masculine singular	1931								 [Abraham] 				
11598	0	11535	501	Hebrew	אָֽמַר־	אָֽמַר־	’ā·mar-	V-Qal-Perf-3ms	Verb - Qal - Perfect - third person masculine singular	559								 tell 				
11599	0	11536	501	Hebrew	לִי֙	לִי֙	lî	Prep | 1cs	Preposition | first person common singular									 me 	,			
11601	0	11537	501	Hebrew	הִ֔וא	הִ֔וא	hî	Pro-3fs	Pronoun - third person feminine singular	1931							‘	 She 				
11600	0	11538	501	Hebrew	אֲחֹ֣תִי	אֲחֹ֣תִי	’ă·ḥō·ṯî	N-fsc | 1cs	Noun - feminine singular construct | first person common singular	269								 is my sister 	’?			
11602	0	11539	501	Hebrew	וְהִֽיא־	וְהִֽיא־	wə·hî-	Conj-w | Pro-3fs	Conjunctive waw | Pronoun - third person feminine singular	1931								 And she 				
11603	0	11540	501	Hebrew	גַם־	גַם־	ḡam-	Conj	Conjunction	1571								 . . . 				
11604	0	11541	501	Hebrew	הִ֥וא	הִ֥וא	hî	Pro-3fs	Pronoun - third person feminine singular	1931								 herself 				
11605	0	11542	501	Hebrew	אָֽמְרָ֖ה	אָֽמְרָ֖ה	’ā·mə·rāh	V-Qal-Perf-3fs	Verb - Qal - Perfect - third person feminine singular	559								 said 	,			
11607	0	11543	501	Hebrew	ה֑וּא	ה֑וּא	hū	Pro-3ms	Pronoun - third person masculine singular	1931							‘	 He 				
11606	0	11544	501	Hebrew	אָחִ֣י	אָחִ֣י	’ā·ḥî	N-msc | 1cs	Noun - masculine singular construct | first person common singular	251								 is my brother 	.	’		
11612	0	11545	501	Hebrew	עָשִׂ֥יתִי	עָשִׂ֥יתִי	‘ā·śî·ṯî	V-Qal-Perf-1cs	Verb - Qal - Perfect - first person common singular	6213								 I have done 				
11613	0	11546	501	Hebrew	זֹֽאת׃	זֹֽאת׃	zōṯ	Pro-fs	Pronoun - feminine singular	2063								 this 				
11608	0	11547	501	Hebrew	בְּתָם־	בְּתָם־	bə·ṯām-	Prep-b | N-msc	Preposition-b | Noun - masculine singular construct	8537								 in the integrity 				
11609	0	11548	501	Hebrew	לְבָבִ֛י	לְבָבִ֛י	lə·ḇā·ḇî	N-msc | 1cs	Noun - masculine singular construct | first person common singular	3824								 of my heart 				
11610	0	11549	501	Hebrew	וּבְנִקְיֹ֥ן	וּבְנִקְיֹ֥ן	ū·ḇə·niq·yōn	Conj-w, Prep-b | N-msc	Conjunctive waw, Preposition-b | Noun - masculine singular construct	5356								 and the innocence 				
11611	0	11550	501	Hebrew	כַּפַּ֖י	כַּפַּ֖י	kap·pay	N-fdc | 1cs	Noun - feminine dual construct | first person common singular	3709								 of my hands 	.	”		
11614	0	11551	501	Hebrew																		
11615	0	11552	501	Hebrew																		
11616	0	11553	501	Hebrew																		
11617	0	11554	501	Hebrew																		
11618	0	11555	501	Hebrew																		
11619	0	11556	501	Hebrew																		
11620	0	11557	501	Hebrew																		
11621	0	11558	501	Hebrew																		
11622	0	11559	501	Hebrew																		
11623	0	11560	501	Hebrew																		
11626	0	11561	502	Hebrew	הָֽאֱלֹהִ֜ים	הָֽאֱלֹהִ֜ים	hā·’ĕ·lō·hîm	Art | N-mp	Article | Noun - masculine plural	430		Genesis 20:6			<p class=|reg|>			 Then God 				
11624	0	11562	502	Hebrew	וַיֹּאמֶר֩	וַיֹּאמֶר֩	way·yō·mer	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	559								 said 				
11625	0	11563	502	Hebrew	אֵלָ֨יו	אֵלָ֨יו	’ê·lāw	Prep | 3ms	Preposition | third person masculine singular	413								 to [Abimelech] 				
11627	0	11564	502	Hebrew	בַּחֲלֹ֗ם	בַּחֲלֹ֗ם	ba·ḥă·lōm	Prep-b, Art | N-ms	Preposition-b, Article | Noun - masculine singular	2472								 in the dream 	,			
11628	0	11565	502	Hebrew	גַּ֣ם	גַּ֣ם	gam	Conj	Conjunction	1571							“	 Yes 	,			
11629	0	11566	502	Hebrew	אָנֹכִ֤י	אָנֹכִ֤י	’ā·nō·ḵî	Pro-1cs	Pronoun - first person common singular	595								 I 				
11630	0	11567	502	Hebrew	יָדַ֙עְתִּי֙	יָדַ֙עְתִּי֙	yā·ḏa‘·tî	V-Qal-Perf-1cs	Verb - Qal - Perfect - first person common singular	3045								 know 				
11631	0	11568	502	Hebrew	כִּ֤י	כִּ֤י	kî	Conj	Conjunction	3588								 that 				
11634	0	11569	502	Hebrew	עָשִׂ֣יתָ	עָשִׂ֣יתָ	‘ā·śî·ṯā	V-Qal-Perf-2ms	Verb - Qal - Perfect - second person masculine singular	6213								 you did 				
11635	0	11570	502	Hebrew	זֹּ֔את	זֹּ֔את	zōṯ	Pro-fs	Pronoun - feminine singular	2063								 this 				
11632	0	11571	502	Hebrew	בְתָם־	בְתָם־	ḇə·ṯām-	Prep-b | N-msc	Preposition-b | Noun - masculine singular construct	8537								 with a clear 				
11633	0	11572	502	Hebrew	לְבָבְךָ֙	לְבָבְךָ֙	lə·ḇā·ḇə·ḵā	N-msc | 2ms	Noun - masculine singular construct | second person masculine singular	3824								 conscience 	,			
11638	0	11573	502	Hebrew	אָנֹכִ֛י	אָנֹכִ֛י	’ā·nō·ḵî	Pro-1cs	Pronoun - first person common singular	595								 and so I 				
11637	0	11574	502	Hebrew	גַּם־	גַּם־	gam-	Conj	Conjunction	1571								 . . . 				
11636	0	11575	502	Hebrew	וָאֶחְשֹׂ֧ךְ	וָאֶחְשֹׂ֧ךְ	wā·’eḥ·śōḵ	Conj-w | V-Qal-ConsecImperf-1cs	Conjunctive waw | Verb - Qal - Consecutive imperfect - first person common singular	2820								 have kept 				
11639	0	11576	502	Hebrew	אֽוֹתְךָ֖	אֽוֹתְךָ֖	’ō·wṯ·ḵā	DirObjM | 2ms	Direct object marker | second person masculine singular	853								 you 				
11640	0	11577	502	Hebrew	מֵחֲטוֹ־	מֵחֲטוֹ־	mê·ḥă·ṭōw-	Prep-m | V-Qal-Inf	Preposition-m | Verb - Qal - Infinitive construct	2398								 from sinning 				
11641	0	11578	502	Hebrew	לִ֑י	לִ֑י	lî	Prep | 1cs	Preposition | first person common singular									 against Me 	.			
11642	0	11579	502	Hebrew	עַל־	עַל־	‘al-	Prep	Preposition	5921								 That is why 				
11643	0	11580	502	Hebrew	כֵּ֥ן	כֵּ֥ן	kên	Adv	Adverb	3651								 . . . 				
11644	0	11581	502	Hebrew	לֹא־	לֹא־	lō-	Adv-NegPrt	Adverb - Negative particle	3808								 I did not 				
11645	0	11582	502	Hebrew	נְתַתִּ֖יךָ	נְתַתִּ֖יךָ	nə·ṯat·tî·ḵā	V-Qal-Perf-1cs | 2ms	Verb - Qal - Perfect - first person common singular | second person masculine singular	5414								 let 				
11646	0	11583	502	Hebrew	לִנְגֹּ֥עַ	לִנְגֹּ֥עַ	lin·gō·a‘	Prep-l | V-Qal-Inf	Preposition-l | Verb - Qal - Infinitive construct	5060								 you touch 				
11647	0	11584	502	Hebrew	אֵלֶֽיהָ׃	אֵלֶֽיהָ׃	’ê·le·hā	Prep | 3fs	Preposition | third person feminine singular	413								 her 	.			
11648	0	11585	502	Hebrew																		
11649	0	11586	502	Hebrew																		
11650	0	11587	502	Hebrew																		
11651	0	11588	502	Hebrew																		
11652	0	11589	502	Hebrew																		
11653	0	11590	502	Hebrew																		
11654	0	11591	502	Hebrew																		
11655	0	11592	502	Hebrew																		
11656	0	11593	502	Hebrew																		
11657	0	11594	502	Hebrew																		
11658	0	11595	503	Hebrew	וְעַתָּ֗ה	וְעַתָּ֗ה	wə·‘at·tāh	Conj-w | Adv	Conjunctive waw | Adverb	6258		Genesis 20:7						 Now 				
11659	0	11596	503	Hebrew	הָשֵׁ֤ב	הָשֵׁ֤ב	hā·šêḇ	V-Hifil-Imp-ms	Verb - Hifil - Imperative - masculine singular	7725								 return 				
11661	0	11597	503	Hebrew	הָאִישׁ֙	הָאִישׁ֙	hā·’îš	Art | N-ms	Article | Noun - masculine singular	376								 the man’s 				
11660	0	11598	503	Hebrew	אֵֽשֶׁת־	אֵֽשֶׁת־	’ê·šeṯ-	N-fsc	Noun - feminine singular construct	802								 wife 	,			
11662	0	11599	503	Hebrew	כִּֽי־	כִּֽי־	kî-	Conj	Conjunction	3588								 for 				
11664	0	11600	503	Hebrew	ה֔וּא	ה֔וּא	hū	Pro-3ms	Pronoun - third person masculine singular	1931								 he 				
11663	0	11601	503	Hebrew	נָבִ֣יא	נָבִ֣יא	nā·ḇî	N-ms	Noun - masculine singular	5030								 is a prophet 	;			
11665	0	11602	503	Hebrew	וְיִתְפַּלֵּ֥ל	וְיִתְפַּלֵּ֥ל	wə·yiṯ·pal·lêl	Conj-w | V-Hitpael-ConjImperf-3ms	Conjunctive waw | Verb - Hitpael - Conjunctive imperfect - third person masculine singular	6419								 he will pray 				
11666	0	11603	503	Hebrew	בַּֽעַדְךָ֖	בַּֽעַדְךָ֖	ba·‘aḏ·ḵā	Prep | 2ms	Preposition | second person masculine singular	1157								 for you 				
